OldContractNumber,OldFileName,ContractTemplate,signDate,כתובת ספק,CostContractScope,SiteName,status,StartDate,ExpectedEndDate,CostCompMethod,PartyAContactNamePercent,אישור חוזה,contractVersion,ח.פ חברה,docCreator,כתובת חברה,מדד בגין/ידוע,CostIndexMode,CostBaseIndexDate,מספר ספק,DurationMonths,CostIndexPoints,סוג מדד,CostIndexType,סוג ספק,פירוט עלויות,פרק,recipient,otherSides,קישור לנספח,Municipality,customField1,customField2,customField3,customField4,customField5,customField6,customField7,customField8,שיוך לעיר,project,CostCurrency,supplierName,partyAName,WorkDescription,CostPaymentTerms,ItemType,Path,OldFolderName
CONT-10-1859,חוזה אגרונום.docx,חוזה אגרונום,,,,,טיוטה,,,,,,0.2,,Rinath,,,,,,,,9.00000000000000,מדד תשומות הבניה,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0




",,,תל אביב-יפו,,,,,,,,,,סמל דרום,"ש""ח",,,אגרונום,,Item,sites/Contracts/ProjectContractLibrary/סומייל,סומייל
CONT-10-1867,חוזה אגרונום.docx,חוזה אגרונום,,,,,טיוטה,,,,,,0.2,,Rinath,,,,,,,,,,,,,"

אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0

אפרירם בע""מ
51-256212-5

מגדלי סומייל בע""מ
51-273707-3
",,,תל אביב-יפו,,,,,,,,,,סמל צפון מגרש 123,,,,,,Item,sites/Contracts/ProjectContractLibrary/סמל צפון מגרש 123,סמל צפון מגרש 123
CONT-10-2325,חוזה אגרונום.docx,חוזה אגרונום,,,,,טיוטה,,,,50%,,,,kooksec,,,,,,,,,,,,,"
ביתא רוטשילד בע""מ
יוני נתניהו 1 ג' אור יהודה ת.ד 715
515851194
","
יורם ושגל חיבת ציון
דואר נא חפר
052377025
",,חיפה,,,,,,,,,,,,יורם ושגל חיבת ציון,,,,Item,sites/Contracts/ProjectContractLibrary/רוטשילד חיפה,רוטשילד חיפה
CONT-10-2467,חוזה אגרונום.docx,,2025-11-09 13:11:24,,,אפריקה ישראל,טיוטה,,,,,,,,,,,,2025-11-09 13:11:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,sites/Contracts/ProjectContractLibrary/דרך השלום - תא,דרך השלום - תא
CONT-10-2307,חוזה אדריכל - ראשי.docx,אדריכל ראשי,,,,,טיוטה,,,,100,,,,kooksec,,,,,,,,,,,,,"
אפריקה התחדשות עירונית בע""מ
יוני נתניהו 1 ג' אור יהודה
514639525
","
גורדון אדריכליים ומתכנני ערים בע""מ
קרן יסוד 15 טירת כרמל
515177459
",,חיפה,,,,,,,,,,"אפריקה התחדשות עירונית בע""מ",,"גורדון אדריכליים ומתכנני ערים בע""מ",,,,Item,sites/Contracts/ProjectContractLibrary/רוטשילד חיפה,רוטשילד חיפה
CONT-10-2343,חוזה אדריכל בית הכנסת.docx,אדריכל ראשי,2024-03-06 00:00:00,,175000,,טיוטה,2023-10-17 00:00:00,2027-09-24 21:00:00,מחיר קבוע/פאושלי,50%,,0.8,,meryle,,2,ידוע,2023-10-16 00:00:00,,48,,7.00000000000000,מדד נומינלי,,,,"אפריקה התחדשות עירונית בע""מ
רח' יוני נתניהו 1, אור יהודה
514639525

מצלאוי חברה לבנין בע""מ
דרך רפאל איתן 1, קרית אונו
512726712","
סטיו אדריכלים
תובל 15, רמת גן
557347135
",,הרצליה,6538,504-0138628,מרול אטמן,איתי שמוטר,2,איתי שמוטר,"420, מגרש 201",,,הכוזרי,"ש""ח",סטיו אדריכלים,,תכנון שיפוץ והרחבת בית הכנסת,60 יום,Item,sites/Contracts/ProjectContractLibrary/הכוזרי - הרצליה,הכוזרי - הרצליה
CONT-10-1997,חוזה אדריכל ג גור למגרשים סופי.docx,אדריכל ראשי,2021-01-05 00:00:00,,,( טרם ניתן שם לפרויקט ) בעיר נשר,טיוטה,2019-07-10 00:00:00,2039-06-04 21:00:00,מחיר קבוע/פאושלי,"כלל נכסי נדלן נשר מרכז ( נ.נ.נ.מ )   - 50%  .   אפריקה ישראל מגורים בע""מ יחד עם ",,0.20,,avic,,1,בגין,2019-07-10 00:00:00,,240,225.1206,5.00000000000000,מדד המחירים לצרכן,,,,"

אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0

שיכון ובינוי נדל""ן בע""מ
שלם 3 רמת גן 52215
מ.ז 52-002117-1

כלל נכסי נדלן נשר מרכז (נ.נ.נ.מ) שותפות מוגבלת
מרכז עזריאלי בניין משולש 3, תל אביב
540283033
","
גיורא גור ושות' אדריכלים בע""מ
הגפן 1 ת.ד 9436 חיפה
",, נשר ,11170 חל' 1  וגוש 11168 חלק מחל' 1 ,355-0359364  מכ/866,"אבי כהן מאפריקה ישראל מגורים בע""מ",עמיקם וודעי / ליאור אחירון , 3,ליאור אחירון ו/או עמיקם וודעי ,"מתחם קרקע המצוי בעיר נשר והידוע כחלקה 1 בגוש 11165, חלקות 2, 4 ו- 5 בגוש 11166, חלקות 1 ו- 2 בגוש 11167 חלקה 1 בגוש 11168, חלקות 3 ו- 4 בגוש 11169 וחלקות 1 ו- 3 בגוש 11170.",,,		נשר - ( שם זמני ) ,"ש""ח","                                        גיורא גור ושות' אדריכלים בע""מ",,תכנון ויעוץ באדריכלות במגרשי המגורים ו/או מסחר/משרדים  ו/או שילוב ,שוטף + 60,Item,sites/Contracts/ProjectContractLibrary/נשר,נשר
CONT-10-1845,חוזה אדריכל מגורים ושטחי מסחר.docx,אדריכל מגורים ומסחר,,,1686000,נס ציונה מחיר למשתכן,טיוטה,2018-10-11 00:00:00,2022-01-21 20:00:00,מחיר קבוע/פאושלי,,,0.2,,avibe,,2,ידוע,2018-10-10 00:00:00,,40,223.9951,5.00000000000000,מדד המחירים לצרכן,,,,"
א.מ. ישראל מגורים יזמות בע""מ
יוני נתניהו 1 אור יהודה
514957794
","
כנען - שנהב אדריכלים
קריית עתידים בניין 2 תל אביב
",,נס ציונה,,,אבי ברטי לוי,זמיר תירוש,2,גיל שנהב,,,,מחיר למשתכן נס ציונה,"ש""ח",כנען - שנהב אדריכלים,,אדריכל,שוטף + 30,Item,sites/Contracts/ProjectContractLibrary/נס ציונה מחיר למשתכן,נס ציונה מחיר למשתכן
CONT-10-2332,חוזה אדריכל מגורים ושטחי מסחר.docx,אדריכל מגורים ומסחר,2024-05-29 00:00:00,,1086500,הכוזרי הרצליה,טיוטה,2022-03-14 00:00:00,2027-02-14 22:00:00,מחיר קבוע/פאושלי,50%,,0.8,,meryle,,2,ידוע,2022-03-13 00:00:00,,60,1,7.00000000000000,מדד נומינלי,,,,"
אפריקה התחדשות עירונית בע""מ
יהונתן נתניהו 1 אור יהודה
514639525

מצלאוי חברה לבנין בע""מ
דרך רפאל איתן 1, קרית אונו
512726712
","
ד.ס. בניין ערים - אדריכלים ותכנון בע""מ
רח' החשמונאים 100, תל אביב

",,הרצליה,6538,504-0138628,מרול אטמן,יואב השמשוני,,יואב השמשוני,420-423,,,הכוזרי,"ש""ח","ד.ס. בניין ערים - אדריכלים ותכנון בע""מ",,תכנון אדריכלי מגורים ומסחר,60 יום,Item,sites/Contracts/ProjectContractLibrary/הכוזרי - הרצליה,הכוזרי - הרצליה
CONT-10-2445,חוזה אדריכל מגורים ושטחי מסחר.docx,אדריכל מגורים ומסחר,,,,,טיוטה,,,מחיר קבוע/פאושלי,,,,,kooksec,,1,,,,,,11.0000000000000,שקל חדש,,,,"אפריקה התחדשות עירונית בע""מ
יוני נתניהו 1 ג' אור יהודה ת.ד 715
ח.פ 514639525","
רן בלנדר אדריכלות ובינוי ערים בע""מ
הארבעה 28, ת""א
514063890
",,תל אביב-יפו,,,,,,,,,,דרך השלום 71-75,"ש""ח","רן בלנדר אדריכלות ובינוי ערים בע""מ",,"מגדל 19 קומות ו3 מבנים בני 8 קומות, 750 מ""ר מסחר מפוזר ב3 בניינים, 1000 מ""ר ציבורי מחולק בין 2 בניינים",שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/מורדות ארנונה,מורדות ארנונה
CONT-10-367,חוזה אדריכל מסחירי 1.docx,אדריכל מגורים ומסחר,2018-05-31 00:00:00,,300000,גליל ים,טיוטה,2017-12-28 00:00:00,2019-06-08 21:00:00,מחיר קבוע/פאושלי,100,,,,michak,,בגין,,2017-12-27 00:00:00,,12,,,אירו,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
בדיקה
בדיקה
01234567
",,הרצליה,,,,,,,,,,בניין 51 ,"ש""ח",,,בונה בניין,90 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני גליל ים,סביוני גליל ים
CONT-10-1879,חוזה אדריכל נוף.docx,מתכנן אדריכלות נוף,2018-12-27 00:00:00,,118800,נס ציונה מחיר למשתכן,טיוטה,2018-12-27 00:00:00,2022-09-06 23:00:00,מחיר קבוע/פאושלי,100,,0.3,,kooksec,,2,,,,45,,,,,,,"
א.מ. ישראל מגורים יזמות בע""מ
יוני נתניהו 1 אור יהודה
514957794
","
צ'סלר סולומון אדריכלות נוף
הסייפן 34 עין ורד
514800762
",,נס ציונה,,,,,,,,,,"א.מ ישראל מגורים יזמות בע""מ","ש""ח",צ'סלר סולומון אדריכלות נוף,,"תכנון ל-216 יח""ד לרבות מרתפי חניה ",שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/נס ציונה מחיר למשתכן,נס ציונה מחיר למשתכן
CONT-10-1899,חוזה אדריכל נוף.docx,מתכנן אדריכלות נוף,2020-05-07 00:00:00,,157000,סביוני רעננה צפון,טיוטה,2020-02-01 00:00:00,,מחיר קבוע/פאושלי,,,0.4,,germank,,,12.2019,2019-12-30 23:00:00,,,100.8,5.00000000000000,מדד המחירים לצרכן,,,,"אפריקה-ישראל מגורים בע''מ, מ.ח. 520034760
רח' יהונתן נתניהו 7 ג1', אור יהודה.","
אריאל סדרה - מתכנן נוף ופיתוח בע""מ
ת.ד. 25 הוד השרון
",,רמת השרון,"גוש 6578, חלקה 151",רע/708,,אריאל סדרה,,,,,,סביוני  רעננה  צפון,"ש""ח","אריאל סדרה - מתכנן נוף ופיתוח בע""מ","אפריקה ישראל מגורים בע""מ",הקמה 150 יח''ד ומסחר,,Item,sites/Contracts/ProjectContractLibrary/סביוני רעננה צפון,סביוני רעננה צפון
CONT-10-2000,חוזה אדריכל נוף.docx,מתכנן אדריכלות נוף,,,,,טיוטה,,,,100%,,,,,,,,,,,,,,,,,"א.מ. ישראל מגורים פיתוח בע""מ
יוני נתניהו 1 ג' אור יהודה
513313148     
","צסלר סלומון בע""מ
              הסייפן 34 עין ורד ת.ד 289 קדימה צורן
              514800762",,ירושלים,,,שירי סלומון,,,,,,,"א.מ. ישראל מגורים פיתוח בע""מ",,"צסלר סלומון בע""מ","א.מ ישראל מגורים פיתוח בע""מ",,,Item,sites/Contracts/ProjectContractLibrary/מורדות ארנונה,מורדות ארנונה
CONT-10-2096,חוזה אדריכל נוף.docx,מתכנן אדריכלות נוף,2021-10-28 00:00:00,,,,אושר,2021-04-22 00:00:00,2028-02-07 20:00:00,מחיר קבוע/פאושלי,100%,,0.3,,avic,,1,בגין,2021-04-21 00:00:00,,80,226.4666,5.00000000000000,מדד המחירים לצרכן,,,,"אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
מילר בלום תיכנון סביבתי
התשבי 14            חיפה
",,קרית אתא,10255  מגרשים  57-65,כ/248,"אבי כהן מחברת אפריקה ישראל מגורים בע""מ ",אמיר בלום ,6,מוריס דהאן,מגרשים 57-65,,,גבעת הכלניות ( טרם ניתן שם לפרויקט ),"ש""ח",מילר בלום תיכנון סביבתי,,תכנון ויעוץ אדריכלות נוף בפרויקט ,שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/גבעת הכלניות - קרית אתא,גבעת הכלניות - קרית אתא
CONT-10-2141,חוזה אדריכל נוף.docx,מתכנן אדריכלות נוף,2021-01-01 00:00:00,,115000,,טיוטה,2020-12-16 00:00:00,2024-07-13 21:00:00,מחיר קבוע/פאושלי,,,,,dekelr,,2,ידוע,2020-12-15 00:00:00,,40,223.3374,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
ד.מרגלית-ע.מרגלית אדריכלי נוף
ביאליק 127 ר""ג
",,נתניה,8256,נת / 556 / ב / 1,דקל רוקבן,,,,155,מגרש 1409,,נתניה - מגרש 1409,"ש""ח",ד.מרגלית-ע.מרגלית אדריכלי נוף,,תכנון פיתוח נוף,45 יום,Item,sites/Contracts/ProjectContractLibrary/נתניה - מגרש 1409,נתניה - מגרש 1409
CONT-10-2234,חוזה אדריכל נוף.docx,מתכנן אדריכלות נוף,,,88000,רמת שרת שלב ב,טיוטה,,,מחיר קבוע/פאושלי,,,,,kooksec,,2,,,,,,5.00000000000000,מדד המחירים לצרכן,,,,"פ.א פיתוח ובנייה בירושלים בע""מ
יוני נתניהו 1 ג' אור יהודה ת.ד 715
513958009","
ישי חנון
שמשון 22 ירושלים
055302178
",,ירושלים,,,אבי ברטי לוי,ישי חנון,,ישי חנון,,,,"פ.א פיתוח ובנייה בירושלים בע""מ","ש""ח",ישי חנון,,,45 יום,Item,sites/Contracts/ProjectContractLibrary/רמת שרת שלב ב,רמת שרת שלב ב
CONT-10-2308,חוזה אדריכל נוף.docx,מתכנן אדריכלות נוף,,,,,טיוטה,,,,,,,,kooksec,,,,,,,,,,,,,,"
אלטר תכנון פיתוח נוף ובניה ירוקה בע""מ
שלום מנצורה 1 ראש עין 
515564920
",,חיפה,,,,,,,,,,,,"אלטר תכנון פיתוח נוף ובניה ירוקה בע""מ","ביתא רוטשילד בע""מ",,,Item,sites/Contracts/ProjectContractLibrary/רוטשילד חיפה,רוטשילד חיפה
CONT-10-2367,חוזה אדריכל נוף.docx,מתכנן אדריכלות נוף,,,190000,אופיס אזור,טיוטה,,,מחיר קבוע/פאושלי,100%,,,,kooksec,,,,,,,,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
מאזא ארכיטקטורה בע""מ
שדרות רוטשילד 15 תל אביב
516489143
",,אזור,6001,,,,,,,,,מתחם אזור,"ש""ח","             מאזא ארכיטקטורה בע""מ","אפריקה ישראל מגורים בע""מ","פרויקט מגורים בעירוב שימושים הכולל 443 יח""ד ב6 בניינים כולל מסחר  ומבני ציבור וחניון תת""ק",שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/אופיס - אזור,אופיס - אזור
CONT-10-2365,חוזה אדריכל ראש1.docx,אדריכל ראשי,,,,אופיס אזור,טיוטה,,,מחיר קבוע/פאושלי,,,0.1,,kooksec,,1,,,,,,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה ת.ד 715
מ.ז 52-003476-0","
יסקי מור סיון אדריכלים 
בני גוריון 1 בני ברק
550222129
",,אזור,6001,55-0905372,,,,,"140, 142, 115",מגרשים 201 ו202,,מתחם אזור,"ש""ח",יסקי מור סיון אדריכלים ,"אפריקה ישראל מגורים בע""מ",,שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/אופיס - אזור,אופיס - אזור
CONT-10-1872,חוזה אדריכל ראשי.docx,אדריכל ראשי,2018-10-08 00:00:00,,1686000,,טיוטה,2018-10-09 00:00:00,,מחיר קבוע/פאושלי,100,,0.3,,kooksec,,2,ידוע,2018-10-08 00:00:00,,,223.9951,5.00000000000000,מדד המחירים לצרכן,,,,"
א.מ. ישראל מגורים יזמות בע""מ
יוני נתניהו 1 אור יהודה
514957794
","
כנען שנהב אדריכלים בע""מ 
קרית עתידים, בנין 2, כניסה 2, תל אביב
514198522 
",,נס ציונה,,,,,,,,,,"א.מ ישראל מגורים יזמות בע""מ","ש""ח","כנען שנהב אדריכלים בע""מ ",,"תכנון של כ-216 יח""ד כמספר מגרשים מעל קומת קרקע וחניון תת קרקעי ע""פ תב""ע בתוקף, בתוספת הקלה ליח""ד נוספות",שוטף + 30,Item,sites/Contracts/ProjectContractLibrary/נס ציונה מחיר למשתכן,נס ציונה מחיר למשתכן
CONT-10-1897,חוזה אדריכל ראשי.docx,אדריכל ראשי,,,1280300,סביוני רעננה צפון,טיוטה,2020-01-01 00:00:00,,מחיר קבוע/פאושלי,,,0.12,,germank,,2,,2019-12-31 00:00:00,,,100.8,5.00000000000000,מדד המחירים לצרכן,,,,"אפריקה-ישראל מגורים בע''מ, מ.ח. 520034760
מרח' יהונתן נתניהו 7ג', אור יהודה ","צמיר אדריכלים ומתכנני ערים בע''מ,
ח.פ. 511623282,
רח' היזמה 3 , טירת הכרמל",,רעננה,"גוש 6578, חלק חלקה 151",רע/708,גרמן קגנובסקי,דוד סבאג,4,יעל אוקו,151,,,סביוני  רעננה  צפון,"ש""ח",,"אפריקה ישראל מגורים בע""מ",הקמה 150 יח''ד ומסחר,60 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני רעננה צפון,סביוני רעננה צפון
CONT-10-1914,חוזה אדריכל ראשי.docx,אדריכל ראשי,,,,מורדות ארנונה,טיוטה,,,מחיר קבוע/פאושלי,100,,,,kooksec,,2,,,,,,,,,,,"
א.מ. ישראל מגורים פיתוח בע""מ
יוני נתניהו 1 ג' אור יהודה
513313148
","
יגאל לוי אדריכלים בע""מ
יפו 33 ירושלים
513313148
",,ירושלים,,,אבי ברטי לוי,יגאל לוי,,יגאל לוי,,,,"א.מ. ישראל מגורים פיתוח בע""מ","ש""ח","יגאל לוי אדריכלים בע""מ",,"בניית יח""ד להשכרה, לרבות חניונים תת""ק ופיתוח צמוד",,Item,sites/Contracts/ProjectContractLibrary/מורדות ארנונה,מורדות ארנונה
CONT-10-1923,חוזה אדריכל ראשי.docx,אדריכל ראשי,,,,,טיוטה,,,,,,,,avic,,,,,,,,,,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
גיורא גור ושות' אדריכלים בע""מ
הגפן 1 ת.ד 9436 חיפה
",,,,,,,,,,,,,,"גיורא גור ושות' אדריכלים בע""מ",,,,Item,sites/Contracts/ProjectContractLibrary,
